car,price,body,mileage,engV,engType,registration,year,model,drive,purchase_date
Audi,7500,vagon,240,2,Petrol,yes,2002,A4,front,22-03-2007
BMW,2250,sedan,350,2.5,Diesel,yes,1998,525,rear,23-03-2007
Toyota,14100,hatch,67,1.6,Petrol,yes,2012,Auris,front,26-03-2007
Infiniti,14200,crossover,129,3.5,Petrol,yes,2004,FX 35,full,28-03-2007
Toyota,13300,sedan,158,2,Gas,yes,2009,Avensis,front,29-03-2007
Mercedes-Benz,11200,other,198,6,Petrol,yes,2004,S 600,rear,30-03-2007
Mercedes-Benz,11200,sedan,198,6,Petrol,yes,2004,S 600,rear,02-04-2007
BMW,3900,sedan,380,3,Gas,yes,1989,530,rear,03-04-2007
Infiniti,13200,crossover,160,3.5,Petrol,yes,2003,FX 35,full,04-04-2007
Mitsubishi,4999,sedan,60,1.6,Petrol,yes,2007,Lancer,front,05-04-2007
Mazda,12850,crossover,125,99.99,Other,yes,2009,CX-7,full,09-04-2007
Toyota,18900,crossover,161,2.7,Gas,yes,2005,Land Cruiser Prado,full,10-04-2007
Subaru,19900,vagon,118,2.5,Petrol,yes,2013,Outback,full,11-04-2007
Volkswagen,0,sedan,381,2.5,Diesel,yes,2000,T4 (Transporter) груз,,12-04-2007
Land Rover,22999,crossover,167,4.2,Gas,yes,2006,Range Rover Evoque,full,13-04-2007
Ford,6500,hatch,97,1.4,Petrol,yes,2008,Fusion,front,16-04-2007
Honda,11000,sedan,142,2.4,Petrol,yes,2008,Accord,front,17-04-2007
Skoda,8699,hatch,122,1.6,Petrol,yes,2009,Octavia Tour,front,18-04-2007
BMW,10000,sedan,274,4.4,Gas,yes,1998,540,rear,19-04-2007
BMW,2600,sedan,270,2,Diesel,no,1998,320,rear,20-04-2007
BMW,4500,sedan,140,3,Diesel,no,2000,530,rear,23-04-2007
Mitsubishi,12800,crossover,153,1.6,Gas,yes,2011,ASX,front,24-04-2007
Audi,30999,sedan,108,2,Diesel,yes,2013,A6,front,25-04-2007
ZAZ,6500,hatch,1,1.5,Petrol,yes,2015,Forza,front,26-04-2007
Skoda,19200,sedan,60,1.4,Petrol,yes,2015,Octavia A7,front,27-04-2007
BMW,1700,sedan,200,2,Diesel,no,2003,320,rear,30-04-2007
BMW,50499,sedan,128,3,Diesel,yes,2013,730,full,03-05-2007
BMW,18500,sedan,79,3,Diesel,no,2012,530,rear,04-05-2007
Audi,90999,sedan,4,3,Diesel,yes,2015,A8,full,07-05-2007
Audi,85555,sedan,40,3,Diesel,yes,2015,A8,full,08-05-2007
Volkswagen,14899,van,158,2,Diesel,yes,2012,T5 (Transporter) груз,front,09-05-2007
Audi,2500,vagon,300,2.5,Diesel,no,2002,A6,front,10-05-2007
Toyota,23200,crossover,160,4,Petrol,yes,2008,Land Cruiser Prado,full,11-05-2007
Volkswagen,2600,sedan,330,1.9,Petrol,no,1999,Passat B5,front,14-05-2007
Subaru,10700,vagon,120,2.5,Petrol,yes,2006,Outback,full,15-05-2007
Mazda,11800,crossover,165,2.3,Petrol,yes,2008,CX-7,front,16-05-2007
Hyundai,13400,crossover,157,2.7,Gas,yes,2006,Santa FE,full,17-05-2007
Honda,15000,sedan,129,2.4,Gas,yes,2010,Accord,front,18-05-2007
Chevrolet,5444,sedan,120,1.6,Gas,yes,2007,Aveo,front,21-05-2007
Volkswagen,28500,other,38,2,Diesel,yes,2015,Tiguan,full,22-05-2007
BMW,3500,sedan,300,3,Diesel,no,1999,530,rear,23-05-2007
Ford,8900,sedan,15,2,Petrol,yes,1988,Sierra,rear,24-05-2007
Toyota,30990,crossover,68,2.7,Gas,yes,2012,Land Cruiser Prado,full,25-05-2007
Honda,12200,sedan,185,2.4,Gas,yes,2008,Accord,front,28-05-2007
Mercedes-Benz,199999,crossover,0,5.5,Petrol,yes,2016,GLS 63,full,29-05-2007
Toyota,18600,hatch,73,1.6,Petrol,yes,2013,Auris,front,30-05-2007
Mercedes-Benz,109999,van,0,2.2,Diesel,yes,2016,V 250,full,31-05-2007
Hyundai,21700,crossover,63,2.2,Diesel,yes,2012,Santa FE,full,01-06-2007
Skoda,0,vagon,98,1.6,Diesel,yes,2012,Octavia A5,front,04-06-2007
Honda,18900,crossover,88,2,Petrol,yes,2011,CR-V,full,05-06-2007
Toyota,17900,crossover,133,2.7,Gas,yes,2007,Land Cruiser Prado,full,06-06-2007
Honda,13000,sedan,116,NA,Petrol,yes,2007,Accord,front,07-06-2007
Nissan,2100,sedan,380,3,Gas,yes,1991,Maxima,front,08-06-2007
BMW,12000,sedan,237,3,Diesel,yes,2003,530,rear,11-06-2007
Hyundai,26900,crossover,59,2.4,Petrol,yes,2013,Santa FE,,12-06-2007
Hyundai,18300,hatch,0,1.4,Petrol,yes,2016,i20,front,13-06-2007
Volkswagen,9800,other,117,1.6,Diesel,yes,2014,Caddy груз.,front,14-06-2007
Peugeot,3900,van,220,1.9,Diesel,yes,2007,Partner груз.,,15-06-2007
BMW,19990,sedan,1,2,Diesel,yes,2008,320,rear,18-06-2007
Jeep,27500,crossover,93,6.1,Petrol,yes,2007,Grand Cherokee,full,19-06-2007
Volkswagen,11900,other,112,2,Diesel,yes,2011,T6 (Transporter) груз,front,20-06-2007
Lexus,14500,crossover,223,3.3,Petrol,yes,2003,RX 330,full,21-06-2007
Land Rover,25300,crossover,127,3.6,Diesel,yes,2007,Range Rover,full,22-06-2007
Nissan,7600,sedan,178,2,Gas,yes,2004,Maxima,front,25-06-2007
BMW,3500,sedan,185,2,Diesel,no,2002,320,rear,26-06-2007
BMW,9700,sedan,267,2,Diesel,yes,2002,320,rear,27-06-2007
Chevrolet,4100,sedan,208,1.5,Gas,yes,2004,Aveo,front,28-06-2007
Peugeot,28000,other,32,1.6,Petrol,yes,2013,RCZ,front,29-06-2007
Mitsubishi,7700,sedan,135,2,Gas,yes,2007,Lancer,front,02-07-2007
Fiat,12500,van,92,1.4,Gas,yes,2013,Doblo пасс.,front,03-07-2007
Opel,3250,sedan,140,1.6,Petrol,yes,1996,Vectra B,front,04-07-2007
Subaru,6200,sedan,230,1.6,Petrol,yes,2003,Impreza,front,05-07-2007
BMW,2500,sedan,290,2,Diesel,no,1999,320,front,06-07-2007
Infiniti,36900,crossover,82,3,Diesel,yes,2012,FX 30,full,09-07-2007
Toyota,16200,crossover,219,2.7,Petrol,yes,2006,Land Cruiser Prado,full,10-07-2007
Hyundai,12500,crossover,134,2.7,Gas,yes,2007,Santa FE,full,11-07-2007
Opel,3950,hatch,10,1.6,Gas,yes,1992,Astra F,front,12-07-2007
Fiat,7200,vagon,107,1.3,Diesel,yes,2008,Doblo пасс.,front,13-07-2007
Opel,8900,hatch,160,1.23,Petrol,yes,2011,Corsa,front,16-07-2007
ZAZ,1150,hatch,49,1.1,Other,yes,2002,1102 Таврия,front,17-07-2007
Mercedes-Benz,6800,sedan,286,NA,Other,yes,2000,E-Class,,18-07-2007
Renault,8300,van,141,2,Diesel,yes,2011,Trafic груз.,front,19-07-2007
Mercedes-Benz,16800,van,116,2.2,Diesel,yes,2013,Vito пасс.,full,20-07-2007
Volkswagen,6800,vagon,160,2.8,Petrol,yes,2001,Sharan,front,23-07-2007
BMW,7500,sedan,275,2,Gas,yes,1998,520,rear,24-07-2007
Peugeot,4300,other,149,1.4,Petrol,yes,2008,Partner груз.,front,25-07-2007
BMW,4000,sedan,380,2,Petrol,yes,1991,320,rear,26-07-2007
Subaru,8700,hatch,118,1.5,Petrol,yes,2008,Impreza,full,27-07-2007
BMW,27900,sedan,170,3,Petrol,yes,2011,530,rear,30-07-2007
Mercedes-Benz,43500,other,51,3,Diesel,yes,2014,E-Class,rear,31-07-2007
Mitsubishi,20300,other,30,NA,Diesel,yes,2014,L 200,full,01-08-2007
Mercedes-Benz,86000,crossover,3,3,Diesel,yes,2016,GLS 350,full,02-08-2007
Suzuki,14300,crossover,77,2.4,Petrol,yes,2010,Grand Vitara,full,03-08-2007
Hyundai,19700,crossover,127,2.2,Diesel,yes,2012,Santa FE,full,06-08-2007
Toyota,0,crossover,0,4.5,Diesel,yes,2016,Land Cruiser 200,full,07-08-2007
Mercedes-Benz,9999,van,127,2.2,Diesel,yes,2005,Vito пасс.,rear,08-08-2007
BMW,17900,sedan,69,2,Petrol,yes,2008,320,rear,09-08-2007
ZAZ,4600,sedan,29,1.3,Petrol,yes,2015,Sens,front,10-08-2007
BMW,2500,sedan,242,3,Diesel,no,2001,530,rear,13-08-2007
VAZ,3000,hatch,112,1.6,Petrol,yes,2007,2113,front,14-08-2007
Land Rover,107000,crossover,82,4.4,Diesel,yes,2014,Range Rover,full,16-08-2007
Peugeot,11000,crossover,110,1.6,Gas,yes,2013,3008,front,17-08-2007
Hyundai,15600,other,134,2.7,Gas,yes,2008,Santa FE,full,20-08-2007
Opel,10500,sedan,103,2.2,Gas,yes,2008,Vectra C,front,21-08-2007
Daewoo,4850,sedan,33,1.5,Petrol,yes,2011,Lanos,front,22-08-2007
Mitsubishi,5300,hatch,240,1.8,Petrol,yes,2000,Carisma,front,23-08-2007
Volkswagen,7300,van,214,1.9,Diesel,yes,2001,T4 (Transporter) пасс.,front,24-08-2007
Chevrolet,6000,sedan,132,1.8,Gas,yes,2007,Lacetti,front,27-08-2007
Infiniti,14800,crossover,150,3.5,Gas,yes,2005,FX 35,full,28-08-2007
Mitsubishi,14999,crossover,115,3,Petrol,yes,2008,Outlander XL,full,29-08-2007
BMW,12900,sedan,121,2,Petrol,yes,2007,318,rear,30-08-2007
Chrysler,6900,sedan,180,2,Gas,yes,2002,PT Cruiser,front,31-08-2007
Daewoo,4799,hatch,34,0.8,Petrol,yes,2012,Matiz,front,03-09-2007
Mercedes-Benz,28500,other,65,1.8,Petrol,yes,2011,E-Class,rear,04-09-2007
Renault,11900,other,162,2.3,Other,yes,2011,Master груз.,front,05-09-2007
BMW,27500,sedan,100,2,Petrol,yes,2012,520,rear,06-09-2007
Mitsubishi,16500,crossover,150,3.5,Gas,yes,2008,Outlander XL,full,07-09-2007
Hyundai,11300,crossover,166,2,Petrol,yes,2008,Tucson,full,10-09-2007
Seat,8500,hatch,167,2,Diesel,yes,2008,Altea,front,11-09-2007
Kia,12000.495,sedan,1,1.4,Petrol,yes,2015,Rio,front,12-09-2007
Honda,27802.50525,crossover,1,2.4,Petrol,yes,2016,CR-V,full,13-09-2007
Mitsubishi,19400,crossover,78,2.4,Petrol,yes,2012,Outlander XL,full,14-09-2007
Volkswagen,28000,crossover,132,2,Diesel,yes,2011,Amarok,full,17-09-2007
Kia,16153.8,vagon,1,1.6,Petrol,yes,2016,Ceed,front,18-09-2007
Skoda,14356.875,sedan,1,1.6,Petrol,yes,2015,Octavia A7,front,19-09-2007
Renault,24193.65,van,1,1.6,Diesel,yes,2015,Trafic пасс.,front,20-09-2007
Honda,9500,sedan,150,1.8,Petrol,yes,2007,Civic,front,21-09-2007
Audi,5300,other,182,2.5,Diesel,no,2002,A4,full,24-09-2007
Kia,8500,sedan,120,2,Other,yes,2007,Magentis,front,25-09-2007
Chevrolet,5200,sedan,117,1.5,Petrol,yes,2006,Aveo,front,26-09-2007
Audi,39999,crossover,45,2,Diesel,yes,2014,Q5,full,27-09-2007
Jaguar,32000,sedan,56,2,Petrol,yes,2013,XF,rear,28-09-2007
BMW,2899,sedan,260,2,Diesel,no,2000,320,rear,01-10-2007
BMW,15500,sedan,216,2,Diesel,yes,2008,320,rear,03-10-2007
Daewoo,3150,sedan,208,1.6,Petrol,yes,1999,Nubira,front,04-10-2007
BMW,13700,sedan,276,3,Diesel,yes,2004,530,rear,05-10-2007
BMW,9800,sedan,350,3,Diesel,yes,2001,530,rear,08-10-2007
Volkswagen,8200,sedan,258,1.9,Diesel,yes,2004,Passat B5,front,09-10-2007
Opel,2500,sedan,125,1.8,Petrol,no,2002,Vectra B,front,10-10-2007
Nissan,9800,hatch,79,1.6,Gas,yes,2009,TIIDA,front,11-10-2007
Land Rover,27500,crossover,190,3.6,Diesel,yes,2008,Range Rover,full,12-10-2007
Land Rover,38000,crossover,130,3.6,Diesel,yes,2010,Range Rover,full,15-10-2007
Chevrolet,12500,sedan,64,1.8,Petrol,yes,2013,Cruze,front,16-10-2007
Volkswagen,2999,vagon,239,1.9,Diesel,no,2003,Passat B5,front,17-10-2007
Skoda,25900,sedan,72,1.8,Petrol,yes,2014,Superb,front,18-10-2007
Peugeot,7500,hatch,530,1,Petrol,yes,2012,107,front,19-10-2007
Mercedes-Benz,15250,sedan,210,2.2,Diesel,yes,2006,E-Class,rear,22-10-2007
Volkswagen,20500,hatch,800,2,Diesel,yes,2013,Golf VII,front,23-10-2007
Mercedes-Benz,6700,van,1,2.2,Diesel,yes,2004,Vito пасс.,rear,24-10-2007
Mercedes-Benz,295000,sedan,29,6,Petrol,yes,2011,S 600,rear,25-10-2007
Peugeot,6900,van,162,1.6,Diesel,yes,2008,Partner груз.,front,26-10-2007
Daewoo,3200,sedan,147,1.3,Gas,yes,2001,Lanos,front,29-10-2007
Land Rover,25000,crossover,175,4.2,Gas,yes,2007,Range Rover,full,30-10-2007
Volkswagen,12900,van,180,2,Diesel,yes,2012,T5 (Transporter) груз,front,31-10-2007
Mazda,9400,sedan,130,1.6,Petrol,yes,2007,3,front,01-11-2007
ZAZ,1650,van,100,1.2,Gas,yes,2004,110557,front,02-11-2007
Mercedes-Benz,9999,sedan,80,2.3,Petrol,yes,2002,C-Class,rear,05-11-2007
Skoda,9900,hatch,198,1.6,Gas,yes,2007,Octavia A5,front,06-11-2007
Chevrolet,5700,hatch,140,1.8,Petrol,yes,2006,Lacetti,front,07-11-2007
Subaru,44500,crossover,0,2,Diesel,yes,2016,Outback,full,08-11-2007
Mercedes-Benz,33500,van,0,NA,Diesel,yes,2015,Sprinter 316 пасс.,rear,09-11-2007
Chevrolet,10000,sedan,83,1.8,Gas,yes,2011,Cruze,front,12-11-2007
Hyundai,53000,van,1,2.5,Diesel,yes,2016,H1 пасс.,full,13-11-2007
Mercedes-Benz,8800,sedan,330,5,Petrol,yes,2000,S 500,rear,14-11-2007
BMW,7000,sedan,286,2.8,Petrol,yes,2001,520,rear,15-11-2007
BMW,7000,other,226,2.5,Petrol,yes,1999,525,rear,16-11-2007
Volkswagen,45000,sedan,90,3,Diesel,yes,2011,Phaeton,full,19-11-2007
Peugeot,8450,van,95,1.6,Diesel,yes,2012,Partner груз.,front,20-11-2007
Toyota,64000,crossover,128,4.5,Diesel,yes,2013,Land Cruiser 200,full,21-11-2007
Skoda,6650,hatch,129,1.4,Petrol,yes,2008,Fabia,front,22-11-2007
Audi,43000,other,11,1.8,Petrol,yes,2015,A6,front,23-11-2007
Hyundai,11500,sedan,65,1.6,Petrol,yes,2011,Elantra,front,26-11-2007
Daewoo,4650,hatch,75,1.5,Petrol,yes,2011,Lanos,front,27-11-2007
Mercedes-Benz,4000,sedan,460,2,Petrol,yes,1991,E-Class,rear,28-11-2007
Opel,3000,sedan,276,17,Diesel,yes,1993,Vectra A,,29-11-2007
Honda,5500,crossover,240,2,Petrol,yes,1999,CR-V,full,30-11-2007
VAZ,4999,vagon,58,1.6,Petrol,yes,2011,2111,front,03-12-2007
Volkswagen,5200,van,442,2.4,Diesel,yes,1992,T4 (Transporter) пасс.,front,04-12-2007
Opel,11700,van,137,2,Diesel,yes,2012,Vivaro груз.,,05-12-2007
Honda,8300,sedan,160,2,Petrol,yes,2004,Accord,front,06-12-2007
Volkswagen,12700,van,213,2,Diesel,yes,2012,T5 (Transporter) груз,front,07-12-2007
SsangYong,12700,crossover,110,2.7,Diesel,yes,2008,Rexton II,full,10-12-2007
Peugeot,11700,vagon,100,1.6,Diesel,yes,2013,308,front,11-12-2007
Honda,19600,sedan,69,2.4,Petrol,yes,2012,Accord,front,12-12-2007
Toyota,24500,crossover,260,4.7,Gas,yes,2003,Land Cruiser 100,full,13-12-2007
Skoda,22800,sedan,72,1.8,Petrol,yes,2013,Superb,front,14-12-2007
Daewoo,4100,other,9,8,Petrol,yes,2008,Matiz,front,17-12-2007
Mercedes-Benz,39900,crossover,126,5.5,Petrol,yes,2010,GL 500,full,18-12-2007
Chevrolet,59999,other,1,2,Petrol,yes,2016,Camaro,rear,19-12-2007
Suzuki,7300,hatch,84,1.3,Petrol,yes,2008,Swift,front,20-12-2007
Honda,8800,sedan,240,2,Petrol,yes,2005,Accord,front,24-12-2007
Volkswagen,21000,hatch,22,1.2,Other,yes,2014,Golf VII,front,26-12-2007
Opel,1650,vagon,296,2,Diesel,no,2001,Astra G,front,27-12-2007
Chevrolet,6999,sedan,132,2,Gas,yes,2007,Epica,front,28-12-2007
Toyota,25800,sedan,58,2.5,Petrol,yes,2015,Camry,,31-12-2007
Suzuki,9200,crossover,128,2,Petrol,yes,2006,Grand Vitara,full,01-01-2008
Peugeot,4150,other,130,1.9,Diesel,yes,2006,Partner пасс.,front,02-01-2008
Mitsubishi,9800,crossover,92,2,Petrol,yes,2008,Outlander,full,03-01-2008
Toyota,23400,sedan,69,2.5,Gas,yes,2014,Camry,front,04-01-2008
Audi,18500,sedan,137,NA,Petrol,yes,2009,A6,front,07-01-2008
Toyota,45500,crossover,65,4,Gas,yes,2010,FJ Cruiser,full,08-01-2008
Kia,26900,crossover,76,2.2,Diesel,yes,2013,Sorento,full,09-01-2008
Audi,4500,vagon,206,2.5,Diesel,no,2003,A6,full,10-01-2008
Peugeot,17800,sedan,90,2,Diesel,yes,2013,508,front,11-01-2008
Chevrolet,6300,sedan,120,1.6,Petrol,yes,2007,Lacetti,front,14-01-2008
Toyota,28500,sedan,16,2.5,Petrol,yes,2015,Camry,front,15-01-2008
Volkswagen,16800,vagon,149,1.4,Gas,yes,2013,Passat B7,front,16-01-2008
Volkswagen,23999,sedan,0,1.6,Diesel,yes,2016,Jetta,front,17-01-2008
Honda,19700,sedan,73,2.4,Gas,yes,2012,Accord,front,18-01-2008
BMW,2999,sedan,210,2,Other,no,1999,320,rear,21-01-2008
Mercedes-Benz,29500,crossover,180,3.2,Diesel,yes,2008,GL 320,full,22-01-2008
Lexus,19999,sedan,82,4.6,Petrol,yes,2008,LS 460,front,23-01-2008
Kia,11500,sedan,47,NA,Petrol,yes,2013,Rio,front,24-01-2008
Peugeot,7300,hatch,86,1.4,Petrol,yes,2011,207,front,25-01-2008
Volkswagen,55555,van,63,2,Diesel,yes,2013,Multivan,full,28-01-2008
Mazda,10200,crossover,66,2.3,Petrol,yes,2007,CX-7,full,29-01-2008
Volkswagen,55555,van,50,2,Diesel,yes,2013,Multivan,full,30-01-2008
Volkswagen,55555,van,53,2,Diesel,yes,2013,Multivan,full,31-01-2008
Audi,27000,other,222,NA,Diesel,yes,2007,Q7,full,01-02-2008
Mercedes-Benz,115000,sedan,49,4.7,Petrol,yes,2014,S 500,full,04-02-2008
Ford,10300,van,160,2.2,Diesel,yes,2013,Transit груз.,front,05-02-2008
Toyota,4350,sedan,35,2.2,Gas,yes,1999,Camry,front,06-02-2008
Skoda,11900,other,121,1.6,Petrol,yes,2011,Octavia A5,front,07-02-2008
Toyota,26250,sedan,17,2.5,Petrol,yes,2015,Camry,front,08-02-2008
Honda,13700,sedan,14,1.8,Petrol,yes,2012,Civic,front,11-02-2008
Kia,10700,sedan,160,2,Gas,yes,2009,Magentis,,12-02-2008
Opel,13500,vagon,138,2,Diesel,yes,2010,Insignia,front,13-02-2008
Lexus,33700,crossover,82,3.5,Petrol,yes,2010,RX 350,full,14-02-2008
SsangYong,13000,crossover,43,2,Diesel,yes,2012,Kyron,full,15-02-2008
BMW,6900,sedan,280,2,Gas,yes,2000,320,rear,18-02-2008
Toyota,24000,sedan,51,2.5,Gas,yes,2014,Camry,front,19-02-2008
Citroen,5600,van,222,1.4,Gas,yes,2007,Berlingo пасс.,front,20-02-2008
Lexus,45555,crossover,25,3.5,Petrol,yes,2013,RX 350,full,21-02-2008
Lexus,8900,crossover,190,3,Gas,yes,2001,RX 300,full,22-02-2008
Audi,52999,crossover,112,4.2,Diesel,yes,2008,Q7,full,25-02-2008
Land Rover,49000,crossover,87,5,Petrol,yes,2011,Range Rover,full,26-02-2008
Volkswagen,18700,vagon,196,2,Diesel,yes,2011,Passat B7,front,27-02-2008
Volkswagen,17999,sedan,80,1.8,Petrol,yes,2012,Passat B7,,28-02-2008
Skoda,9600,sedan,140,1.8,Petrol,yes,2008,Superb,front,29-02-2008
Hyundai,9950,other,74,2,Petrol,yes,2008,Coupe,front,03-03-2008
Toyota,12300,sedan,135,2.4,Petrol,yes,2006,Camry,front,04-03-2008
Skoda,12500,sedan,127,1.8,Petrol,yes,2009,Superb,front,05-03-2008
Mercedes-Benz,3799,van,350,2.2,Diesel,yes,2000,Vito груз.,front,07-03-2008
Toyota,10900,sedan,156,NA,Gas,yes,2005,Camry,front,10-03-2008
Toyota,27400,crossover,52,3.5,Gas,yes,2012,Venza,full,11-03-2008
Lexus,15500,sedan,139,3.5,Petrol,yes,2007,ES 350,,12-03-2008
BMW,8200,sedan,241,2,Petrol,yes,1998,320,rear,13-03-2008
Audi,49500,crossover,44,3,Diesel,yes,2013,Q7,,14-03-2008
Toyota,25500,sedan,58,2.5,Petrol,yes,2015,Camry,front,17-03-2008
Chevrolet,11900,sedan,40,1.8,Petrol,yes,2011,Cruze,front,18-03-2008
Nissan,6900,hatch,140,1.6,Petrol,yes,2007,TIIDA,front,19-03-2008
Volkswagen,69990,van,1,5,Diesel,yes,2015,Multivan,full,24-03-2008
Volkswagen,69990,van,1,2,Diesel,yes,2015,Multivan,full,25-03-2008
Mazda,2900,hatch,245,NA,Petrol,yes,1996,323,front,26-03-2008
Chevrolet,10000,sedan,38,1.8,Petrol,yes,2010,Cruze,front,27-03-2008
Audi,48000,crossover,75,3,Diesel,yes,2013,Q7,full,28-03-2008
Volkswagen,9000,sedan,130,1.6,Petrol,yes,2012,Polo,front,31-03-2008
Volkswagen,9999,hatch,118,1.2,Diesel,yes,2011,Polo,front,01-04-2008
Mitsubishi,6700,sedan,155,1.6,Gas,yes,2007,Lancer,front,02-04-2008
Hyundai,11100,sedan,63,1.4,Petrol,yes,2013,Accent,front,03-04-2008
BMW,32500,vagon,65,2,Petrol,yes,2014,328,rear,04-04-2008
Toyota,9999,sedan,250,2.4,Petrol,yes,2003,Camry,front,07-04-2008
Mercedes-Benz,0,crossover,0,4.7,Petrol,yes,2016,GLS 500,full,08-04-2008
Mazda,7750,sedan,130,1.6,Petrol,yes,2007,3,front,09-04-2008
Mitsubishi,6900,sedan,118,1.6,Petrol,yes,2007,Lancer,front,10-04-2008
Mazda,10500,crossover,135,2.3,Petrol,yes,2007,CX-7,full,11-04-2008
Toyota,15600,sedan,165,3.5,Gas,yes,2008,Camry,front,15-04-2008
Skoda,22222,sedan,80,2,Diesel,yes,2014,Octavia A7,front,16-04-2008
Honda,20500,crossover,78,2,Gas,yes,2012,CR-V,full,17-04-2008
BMW,19990,other,164,NA,Gas,yes,2004,645,,21-04-2008
Ford,22000,crossover,95,1.6,Petrol,yes,2013,Kuga,full,22-04-2008
Mazda,11900,other,105,2.3,Petrol,yes,2008,CX-7,full,23-04-2008
Hyundai,6800,sedan,107,1.4,Gas,yes,2007,Accent,front,24-04-2008
Toyota,20999,sedan,77,2.5,Gas,yes,2012,Camry,front,25-04-2008
Kia,23000,crossover,70,2.2,Diesel,yes,2013,Sorento,full,28-04-2008
Land Rover,0,crossover,56,3,Diesel,no,2014,Range Rover Sport,full,29-04-2008
Toyota,22800,other,55,2.5,Petrol,yes,2013,Camry,full,30-04-2008
Toyota,14900,sedan,149,3.5,Gas,yes,2008,Camry,front,02-05-2008
Kia,11900,crossover,130,2.5,Diesel,yes,2008,Sorento,full,05-05-2008
Audi,48000,crossover,126,3,Diesel,yes,2013,Q7,full,06-05-2008
Mercedes-Benz,199999,crossover,0,5.5,Petrol,yes,2016,GLS 63,full,07-05-2008
Volkswagen,10500,sedan,100,1.8,Petrol,yes,2008,Passat B6,front,08-05-2008
Lexus,134999,crossover,0,4.5,Diesel,yes,2016,LX 450,full,09-05-2008
Seat,11500,hatch,55,1.6,Petrol,yes,2010,Ibiza,front,12-05-2008
Volkswagen,1650,sedan,210,1.8,Petrol,no,1998,Passat B4,front,13-05-2008
Geely,7350,sedan,37,1.5,Petrol,yes,2014,Emgrand 7 (EC7),front,14-05-2008
Toyota,20900,crossover,69,2.7,Petrol,yes,2008,Land Cruiser Prado,full,15-05-2008
Mercedes-Benz,7999,van,255,2.2,Diesel,yes,2004,Vito пасс.,front,16-05-2008
BMW,47900,crossover,178,4,Diesel,yes,2012,X5,,20-05-2008
Honda,16500,crossover,113,2.4,Petrol,yes,2008,CR-V,full,21-05-2008
Lexus,17400,crossover,172,3.5,Petrol,yes,2007,RX 350,full,22-05-2008
Hyundai,22600,crossover,89,2.2,Diesel,yes,2012,Santa FE,full,23-05-2008
Volkswagen,7500,van,317,1.9,Diesel,yes,2008,T5 (Transporter) груз,front,26-05-2008
Toyota,20800,crossover,70,2.7,Petrol,yes,2008,Land Cruiser Prado,full,27-05-2008
Volkswagen,25200,crossover,78,2,Diesel,yes,2012,Tiguan,full,28-05-2008
Honda,14500,sedan,78,2,Petrol,yes,2010,Accord,front,29-05-2008
Ford,14500,sedan,195,1.6,Petrol,yes,2011,Mondeo,full,30-05-2008
Mercedes-Benz,3150,vagon,220,1.7,Other,no,2001,A 170,front,02-06-2008
Kia,7700,hatch,120,1.4,Gas,yes,2009,Ceed,front,03-06-2008
Renault,7100,van,208,1.5,Diesel,yes,2008,Kangoo пасс.,front,04-06-2008
Honda,2600,sedan,220,2,Petrol,yes,1990,Accord,front,05-06-2008
Honda,12500,sedan,130,2,Petrol,yes,2008,Accord,front,06-06-2008
Volkswagen,23999,sedan,80,1.8,Petrol,yes,2012,Passat CC,,09-06-2008
Toyota,32900,crossover,82,2.7,Petrol,yes,2013,Venza,full,10-06-2008
Audi,36000,vagon,40,3,Diesel,yes,2010,Q7,full,11-06-2008
Mercedes-Benz,23500,van,170,2.2,Diesel,yes,2011,Vito пасс.,rear,12-06-2008
Ford,16400,crossover,87,2.5,Petrol,yes,2010,Kuga,full,13-06-2008
Renault,3100,van,164,1.4,Petrol,yes,1999,Kangoo пасс.,front,16-06-2008
Volkswagen,4700,hatch,160,2,Diesel,no,2006,Golf VI,,17-06-2008
Toyota,25000,crossover,115,5.7,Petrol,yes,2007,Tundra,full,18-06-2008
Seat,3000,sedan,335,1.8,Petrol,yes,1993,Cordoba,front,19-06-2008
VAZ,1700,other,60,1.6,Other,yes,1983,2121,full,20-06-2008
Renault,7400,vagon,242,1.5,Diesel,yes,2007,Megane,front,23-06-2008
Audi,23000,crossover,180,3.6,Gas,yes,2007,Q7,full,24-06-2008
Volkswagen,8650,van,238,2.5,Diesel,yes,2002,T4 (Transporter) пасс.,front,25-06-2008
Mercedes-Benz,16800,van,116,NA,Other,yes,2013,Vito груз.,,26-06-2008
Honda,12200,hatch,82,1.8,Petrol,yes,2009,Civic,front,27-06-2008
Opel,5490,sedan,180,1.4,Petrol,yes,2007,Astra G,front,30-06-2008
Volkswagen,9300,van,220,2.5,Diesel,yes,2003,T4 (Transporter) пасс.,front,01-07-2008
Hyundai,6500,van,170,1.6,Petrol,yes,2005,Matrix,front,02-07-2008
BMW,3500,sedan,334,2,Diesel,no,1999,320,rear,03-07-2008
Land Rover,32500,crossover,86,5,Petrol,yes,2010,Range Rover Sport,full,04-07-2008
Hyundai,13500,crossover,168,2.2,Diesel,yes,2007,Santa FE,full,07-07-2008
Ford,2300,sedan,229,2,Diesel,no,2003,Mondeo,,08-07-2008
Mitsubishi,6500,sedan,152,1.6,Petrol,yes,2007,Lancer,front,09-07-2008
Volkswagen,11300,van,165,1.9,Diesel,yes,2010,Caddy пасс.,front,10-07-2008
